// idx	name	description
3030124	3D Puzzle	Looks cool,\but doesn't actually help raise magic OR intelligence.
3030125	3D Puzzle	Looks cool,\but doesn't actually help raise magic OR intelligence.
3040133	Four-Leaf Clover	Rumors abound,\but whether it actually brings good luck or not still needs to be tested.
3040134	Four-Leaf Clover	Rumors abound,\but whether it actually brings good luck or not still needs to be tested.
3040135	Four-Leaf Clover	Rumors abound,\but whether it actually brings good luck or not still needs to be tested.
3040143	Gold Bar	Made out of pure gold and weighing in at around 25 pounds,\it's a weapon in and of itself.
3040144	Gold Bar	Made out of pure gold and weighing in at around 25 pounds,\it's a weapon in and of itself.
3040145	Gold Bar	Made out of pure gold and weighing in at around 25 pounds,\it's a weapon in and of itself.
3040153	Key Ring	Once saved someone's life from\a stray bullet while it was in their chest pocket.
3040154	Key Ring	Once saved someone's life from\a stray bullet while it was in their chest pocket.
3040155	Key Ring	Once saved someone's life from\a stray bullet while it was in their chest pocket.
3040163	Debutant Mask	An ostentatious mask that Romeo used to hide his identity.\If Romeo pulled it off, you know it has to work.
3040164	Debutant Mask	An ostentatious mask that Romeo used to hide his identity.\If Romeo pulled it off, you know it has to work.
3040165	Debutant Mask	An ostentatious mask that Romeo used to hide his identity.\If Romeo pulled it off, you know it has to work.
3040173	Honeycomb	Obtained after chasing away the bees that made it.\Sorry about that, bees.
3040174	Honeycomb	Obtained after chasing away the bees that made it.\Sorry about that, bees.
3040175	Honeycomb	Obtained after chasing away the bees that made it.\Sorry about that, bees.
3050183	Pyramid Totem	More of a pendant than a totem.\Exudes an indescribable aura in the dead of night.
3050184	Pyramid Totem	More of a pendant than a totem.\Exudes an indescribable aura in the dead of night.
3050185	Pyramid Totem	More of a pendant than a totem.\Exudes an indescribable aura in the dead of night.
3050193	Fairy Circlet	Once worn by the queen of all fairies.\You'd think it would be lighter...
3050194	Fairy Circlet	Once worn by the queen of all fairies.\You'd think it would be lighter...
3050195	Fairy Circlet	Once worn by the queen of all fairies.\You'd think it would be lighter...
3050203	Vampire Exorcism Kit	Has a lot of value as an antique.\It’s not very useful without any vampires around.
3050204	Vampire Exorcism Kit	Has a lot of value as an antique.\It’s not very useful without any vampires around.
3050205	Vampire Exorcism Kit	Has a lot of value as an antique.\It’s not very useful without any vampires around.
3050213	Solar Music Box	Shiny, pretty, and just all-around music-y.
3050214	Solar Music Box	Shiny, pretty, and just all-around music-y.
3050215	Solar Music Box	Shiny, pretty, and just all-around music-y.
3050223	Motorcycle Helmet	Essential protection for a rider's head.\Unless, of course, that rider has a horn.
3050224	Motorcycle Helmet	Essential protection for a rider's head.\Unless, of course, that rider has a horn.
3050225	Motorcycle Helmet	Essential protection for a rider's head.\Unless, of course, that rider has a horn.
3050233	Handheld Console	Great for killing time, as long as the battery doesn't run out.\Told you to bring your charger.
3050234	Handheld Console	Great for killing time, as long as the battery doesn't run out.\Told you to bring your charger.
3050235	Handheld Console	Great for killing time, as long as the battery doesn't run out.\Told you to bring your charger.
3050243	Horse Medallion	Used to indicate great status and wealth.\Too bad it can't be used to summon ghost warriors.
3050244	Horse Medallion	Used to indicate great status and wealth.\Too bad it can't be used to summon ghost warriors.
3050245	Horse Medallion	Used to indicate great status and wealth.\Too bad it can't be used to summon ghost warriors.
3050293	Anniversary Ring #222	A commemorative ring popular among Archfiend candidates. \There's a tradition of giving high fives to demons with the same ring.
3050294	Anniversary Ring #222	A commemorative ring popular among Archfiend candidates. \There's a tradition of giving high fives to demons with the same ring.
3050295	Anniversary Ring #222	A commemorative ring popular among Archfiend candidates. \There's a tradition of giving high fives to demons with the same ring.
3050323	Maid Collar	Guaranteed not to explode,\even during a stage 1 transformation.
3050324	Maid Collar	Guaranteed not to explode,\even during a stage 1 transformation.
3050325	Maid Collar	Guaranteed not to explode,\even during a stage 1 transformation.
3050333	Moon Earrings	A pair of earrings that resemble a crescent moon.\Now you just need a matching outfit.
3050334	Moon Earrings	A pair of earrings that resemble a crescent moon.\Now you just need a matching outfit.
3050335	Moon Earrings	A pair of earrings that resemble a crescent moon.\Now you just need a matching outfit.
3050353	Alchemy Kit	A kit made to challenge the heavens.\The free A/S period is far over.
3050354	Alchemy Kit	A kit made to challenge the heavens.\The free A/S period is far over.
3050355	Alchemy Kit	A kit made to challenge the heavens.\The free A/S period is far over.
3050363	Christmas Wreath	If a demon's house is decorated with this wreath,\Santa will pass it by rather than capture the demon inside.
3050364	Christmas Wreath	If a demon's house is decorated with this wreath,\Santa will pass it by rather than capture the demon inside.
3050365	Christmas Wreath	If a demon's house is decorated with this wreath,\Santa will pass it by rather than capture the demon inside.
3050373	Chang'e's Hairpin	Made just for Chang'e after\she awakened to her full power.
3050374	Chang'e's Hairpin	Made just for Chang'e after\she awakened to her full power.
3050375	Chang'e's Hairpin	Made just for Chang'e after\she awakened to her full power.
3050403	Rage Patch	Demeter's characteristic eyepatch.\Worn to suppress her rage.
3050404	Rage Patch	Demeter's characteristic eyepatch.\Worn to suppress her rage.
3050405	Rage Patch	Demeter's characteristic eyepatch.\Worn to suppress her rage.
3050413	Bride's Ring	An heirloom handed down through generations, given to Iphis by her father.\Something curious occurs when worn.
3050414	Bride's Ring	An heirloom handed down through generations, given to Iphis by her father.\Something curious occurs when worn.
3050415	Bride's Ring	An heirloom handed down through generations, given to Iphis by her father.\Something curious occurs when worn.
3050423	Gambler's Mic	A hand-mic that's only for true gamblers. It's almost been sold off during times of financial crisis.
3050424	Gambler's Mic	A hand-mic that's only for true gamblers. It's almost been sold off during times of financial crisis.
3050425	Gambler's Mic	A hand-mic that's only for true gamblers. It's almost been sold off during times of financial crisis.
3050433	Fresh Blood Choker	A choker with a blade that cuts the wearer.\The design was Brigid's idea.
3050434	Fresh Blood Choker	A choker with a blade that cuts the wearer.\The design was Brigid's idea.
3050435	Fresh Blood Choker	A choker with a blade that cuts the wearer.\The design was Brigid's idea.
3050443	Rosary of Skulls	An ebony rosary which embodies Rita's insanity. It's based on her pactmaker's rosary.
3050444	Rosary of Skulls	An ebony rosary which embodies Rita's insanity. It's based on her pactmaker's rosary.
3050445	Rosary of Skulls	An ebony rosary which embodies Rita's insanity. It's based on her pactmaker's rosary.
3050453	Crown of Emptiness	A crown that holds curious magic power.
3050454	Crown of Emptiness	A crown that holds curious magic power.
3050455	Crown of Emptiness	A crown that holds curious magic power.
3050463	Glass Rosary	A rosary that Bathory received from a certain girl.\It overflows with their memories together.
3050464	Glass Rosary	A rosary that Bathory received from a certain girl.\It overflows with their memories together.
3050465	Glass Rosary	A rosary that Bathory received from a certain girl.\It overflows with their memories together.
3050483	Popping Boots	Boots with a popping design\that help Aria perform to the best of her abilities.
3050484	Popping Boots	Boots with a popping design\that help Aria perform to the best of her abilities.
3050485	Popping Boots	Boots with a popping design\that help Aria perform to the best of her abilities.
3050493	New Year's Pouch	Does it contain hope or despair?\I prefer cash myself...
3050494	New Year's Pouch	Does it contain hope or despair?\I prefer cash myself...
3050495	New Year's Pouch	Does it contain hope or despair?\I prefer cash myself...
3050503	Dana's Pendant	A cross pendant filled with Dana's blessings.
3050504	Dana's Pendant	A cross pendant filled with Dana's blessings.
3050505	Dana's Pendant	A cross pendant filled with Dana's blessings.
3050523	Ribbon Headband	Wodan's favorite headband.\It's more for looking cute than actually holding her hair back.
3050524	Ribbon Headband	Wodan's favorite headband.\It's more for looking cute than actually holding her hair back.
3050525	Ribbon Headband	Wodan's favorite headband.\It's more for looking cute than actually holding her hair back.
3050533	Limos's Bib	Very efficient at catching donut crumbs.
3050534	Limos's Bib	Very efficient at catching donut crumbs.
3050535	Limos's Bib	Very efficient at catching donut crumbs.
3050543	Great Magister's Hat	Nine's wide-brimmed hat.\It has scars from the Dark War, as well as cat hair.
3050544	Great Magister's Hat	Nine's wide-brimmed hat.\It has scars from the Dark War, as well as cat hair.
3050545	Great Magister's Hat	Nine's wide-brimmed hat.\It has scars from the Dark War, as well as cat hair.
3050563	Billy's Sailor Cap	A hydro shooter's cap for use in water gun battles.\It'll stay on no matter how vigorous your movements.
3050564	Billy's Sailor Cap	A hydro shooter's cap for use in water gun battles.\It'll stay on no matter how vigorous your movements.
3050565	Billy's Sailor Cap	A hydro shooter's cap for use in water gun battles.\It'll stay on no matter how vigorous your movements.
3050573	Keino's Corsage	Keino's corsage.\It lightens her otherwise dark personality.
3050574	Keino's Corsage	Keino's corsage.\It lightens her otherwise dark personality.
3050575	Keino's Corsage	Keino's corsage.\It lightens her otherwise dark personality.
3050583	Thisbe's Jewel	A profoundly sad and blue-colored gem.
3050584	Thisbe's Jewel	A profoundly sad and blue-colored gem.
3050585	Thisbe's Jewel	A profoundly sad and blue-colored gem.
3050593	Delicate Man's Pillow	Infatuated Vincent's Pillow.
3050594	Delicate Man's Pillow	Infatuated Vincent's Pillow.
3050595	Delicate Man's Pillow	Infatuated Vincent's Pillow.
3050653	Knight's Holy Lance Medal	Medal of honor presented to knights by their master.
3050654	Knight's Holy Lance Medal	Medal of honor presented to knights by their master.
3050655	Knight's Holy Lance Medal	Medal of honor presented to knights by their master.
3050683	Night Ornament	A fixed ornament on Pallas's outfit.\Its blinking light magnificently bright.
3050684	Night Ornament	A fixed ornament on Pallas's outfit.\Its blinking light magnificently bright.
3050685	Night Ornament	A fixed ornament on Pallas's outfit.\Its blinking light magnificently bright.
3050713	Hi-Res Headphones	Channel Evil reporter A.I's\high resolution, noise-cancelling headphones.
3050714	Hi-Res Headphones	Channel Evil reporter A.I's\high resolution, noise-cancelling headphones.
3050715	Hi-Res Headphones	Channel Evil reporter A.I's\high resolution, noise-cancelling headphones.
3050743	Bari's Talisman of Solace	Bari's talisman for consoling the souls of the dead.\Catching a glimpse of it sends shivers down your spine.
3050744	Bari's Talisman of Solace	Bari's talisman for consoling the souls of the dead.\Catching a glimpse of it sends shivers down your spine.
3050745	Bari's Talisman of Solace	Bari's talisman for consoling the souls of the dead.\Catching a glimpse of it sends shivers down your spine.
3050753	Peach Blossom Sleeve	An armlet made with soft material and exudes the riveting color of cherry blossoms.
3050754	Peach Blossom Sleeve	An armlet made with soft material and exudes the riveting color of cherry blossoms.
3050755	Peach Blossom Sleeve	An armlet made with soft material and exudes the riveting color of cherry blossoms.
3050883	Vermilion Bird Mirage Feather Deco	A plume made to liken the feathers of the Vermilion Bird.
3050884	Vermilion Bird Mirage Feather Deco	A plume made to liken the feathers of the Vermilion Bird.
3050885	Vermilion Bird Mirage Feather Deco	A plume made to liken the feathers of the Vermilion Bird.
4100001	Water Pearl	Lowest-class evolution material.\A pearl that exudes a watery aura. Great for headaches.
4100002	Fire Pearl	Lowest-class evolution material.\A pearl that exudes a fiery aura. Great for colds.
4100003	Wood Pearl	Lowest-class evolution material.\A pearl that exudes a wooden aura. Provides energy.
4100004	Light Pearl	Lowest-class evolution material.\A pearl that exudes an aura of light. Great for backaches.
4100005	Dark Pearl	Lowest-class evolution material.\A pearl that exudes an aura of dark. Great for tired eyes.
4200001	Water Crystal Powder	Low-class evolution material. Powder from crushed water crystal.\Smells like peppermint.
4200002	Fire Crystal Powder	Low-class evolution material. Powder from crushed fire crystal.\Smells like flowers.
4200003	Wood Crystal Powder	Low-class evolution material. Powder from crushed wood crystal.\Smells like lavender.
4200004	Light Crystal Powder	Low-class evolution material. Powder from crushed light crystal.\Smells like citrus.
4200005	Dark Crystal Powder	Low-class evolution material. A small dark Crystal.\Smells like an apple gone bad.
4300001	Water Crystal	Mid-class evolution material. A Crystal that exudes a watery aura.\Extra lucky for those with type A blood.
4300002	Fire Crystal	Mid-class evolution material. A Crystal that exudes a fiery aura.\Extra lucky for those with type B blood.
4300003	Wood Crystal	Mid-class evolution material. A Crystal that exudes a wooden aura.\Extra lucky for those with type O blood.
4300004	Light Crystal	Mid-class evolution material. A Crystal that exudes an aura of light. Extra lucky for those with type AB blood.
4300005	Dark Crystal	Mid-class evolution material. A Crystal that exudes an aura of dark. Extra unlucky for those with type AB blood.
4400001	Water Sapphire	High-class evolution material. A jewel harboring the power of water.\Makes a great anniversary present.
4400002	Fire Ruby	High-class evolution material. A jewel harboring the power of fire.\Makes a great birthday present.
4400003	Wood Emerald	High-class evolution material. A jewel harboring the power of wood.\Makes a great celebration present.
4400004	Light Stone	High-class evolution material. A jewel harboring the power of light.\Makes a great surprise present.
4400005	Dark Stone	High-class evolution material. A jewel harboring the power of dark.\Makes a great reconciliation present.
4500001	Water Diamond	Highest-class evolution material.\Provides women with moxy.
4500002	Fire Diamond	Highest-class evolution material.\Provides women with passion.
4500003	Wood Diamond	Highest-class evolution material.\Provides women with kindness.
4500004	Light Diamond	Highest-class evolution material.\Provides women with luster.
4500005	Dark Diamond	Highest-class evolution material.\Provides women with ambition.
4900001	Suspicious Ore	A suspicious ore that can be mined from the Infernal Realm.\Can be converted to a crafting stone with a tool.
4910001	Weapon Crafting Tool	A crafting tool that converts Suspicious Ores into Weapon Crafting Stones.
4910002	Armor Crafting Tool	A crafting tool that converts Suspicious Ores into Armor Crafting Stones.
4910003	Accessory Crafting Tool	A crafting tool that converts Suspicious Ores into Accessory Crafting Stones.
4920001	Weapon Crafting Stone	A crafting stone made from a Suspicious Ore using a Weapon Crafting Tool.\Adds an option to weapons.
4920002	Armor Crafting Stone	A crafting stone made from a Suspicious Ore using an Armor Crafting Tool.\Adds an option to armor.
4920003	Accessory Crafting Stone	A crafting stone made from a Suspicious Ore using a Accessory Crafting Tool.\Adds an option to accessories.
5000100	Weapon Diamond	A type of diamond that you can use on a fully-enhanced weapon to give it options.
5000200	Armor Diamond	A type of diamond made from an individual crystal. Use on fully-enhanced armor to give it options.
5000300	Accessory Diamond	A type of diamond made from an individual crystal. Use on a fully-enhanced accessory to give it options.
5130001	Regular Napping Place	Soul Enhancement material.\Increases Soul Enhance EXP.
5130015	Kokoro	An apprentice maiko who also trains in Bajiquan martial arts. She slipped away from her training in order to come here on vacation.
5130025	Misaki	A young girl who works part time as the assistant to the Venus Islands' owner.
5130055	Nautical Pop Star	Hey all you demons! You still got some energy in you?\Then let's get pumping!
5130075	The Sweetest Proposal	Oh Mr. Deeemon... Would you like a bouquet of the sweetest words in existence?
5130145	Secret Date	You hear a faint voice from far away.\What's your name? Do you want to be friends?
5130155	Afternoon Train	You cannot escape the persistent gaze waiting for you to show a hint of weakness.
5130165	A Little Looter	I heard you got some more banana milk in today.
5130175	An Eager Employee	Humans, demons, anyone's welcome as long as they can do math.\Do you have a point card?
5140001	Big Napping Place	Soul Enhancement material.\Increases Soul Enhance EXP.
5140035	Luna	A world-traveling scholar. She was found collapsed on the beach, but was saved thanks to roasted sweet potatoes.
5140045	Nyotengu	A tomboyish tengu princess who has descended from the mountains to visit the human world. Her wings have disappeared as the result of some mysterious force.
5140055	Today I'm Nice Moa	I'll gather all the nicest Childs for you, Master.\Which Moa do you like best?
5140065	Baptism of the Goddess	Foolish shepherd. Kneel and receive your goddess's baptism.
5140085	Time's Up!	True demons excel at evil deeds and time management.\...You'll be listening to that lecture for another hour or so.
5140095	High Jump	I can do anything today! You'd better keep up!\I'm gonna make so many pacts, you won't know what hit you!
5140105	Strategist's Night	Oh dear, what to do...\How do I whip the weakest demon in the Infernal Realm into shape?
5140115	HERO	The one, the only, the weakest demon representing the Infernal Realm! Eking out the saddest existence ever, but living nonetheless.
5140125	The Dream Team	Introducing the Succubus Dream Team,\formed to make the weakest demon into the Archfiend!
5140135	A Castle of Pleasure	Now this is the ultimate wish. Matchless beauties in an extravagant castle.\And...these rocking bods!
5140145	NIGHTMARE	A wavering Vincent stuck between a nightmare and reality.
5150001	Galaxy Napping Place	Soul Enhancement material.\Increases Soul Enhance EXP.
5150015	With a Certain Priestess	God spake saying: "Awaken. Those who believe shall be saved."
5150016	With a Certain Priestess	God spake saying: "Awaken. Those who believe shall be saved."
5150045	Pride That Pierces the Heavens	Shine, honorable lance that protects the Master!\The Archfiend Contest is Charlotte's holy war.
5150046	Pride That Pierces the Heavens	Shine, honorable lance that protects the Master!\The Archfiend Contest is Charlotte's holy war.
5150055	Wandering Doryeong	Wanders here and there like an aimless cloud, holding secrets unknown to anyone else.
5150056	Wandering Doryeong	Wanders here and there like an aimless cloud, holding secrets unknown to anyone else.
5150065	The Power of a Smile	I'll always be on your side!\I melt even the thickest ice with my warm smiles!
5150066	The Power of a Smile	I'll always be on your side!\I melt even the thickest ice with my warm smiles!
5150075	Demon-Hunter Demon	Have you heard the rumors?\A demon who killed his own teacher is now hunting other demons.
5150076	Demon-Hunter Demon	Have you heard the rumors?\A demon who killed his own teacher is now hunting other demons.
5150085	S.T.F.	Don't move! Put your hands up!\Special Anti-Demon Corps Member Mafdet advancing!
5150086	S.T.F.	Don't move! Put your hands up!\Special Anti-Demon Corps Member Mafdet advancing!
5150095	Midnight Partner	A collaboration made in hell!\There are two midnight partners?
5150096	Midnight Partner	A collaboration made in hell!\There are two midnight partners?
5150135	S.O.W	The promised day... A black-winged disciple has come for you.
5150136	S.O.W	The promised day... A black-winged disciple has come for you.
5150145	Afternoon Nap	A peaceful afternoon. Three succubi nap in the shade of a tree.
5150146	Afternoon Nap	A peaceful afternoon. Three succubi nap in the shade of a tree.
5150155	A Subaquatic Date	You're mine, playboy!\Huh? Wait, is that you, Demon?
5150156	A Subaquatic Date	You're mine, playboy!\Huh? Wait, is that you, Demon?
5150165	Special Training for Useless Demons	I must make the master into the Archfiend! A succubus who gives special training for useless demons.
5150166	Special Training for Useless Demons	I must make the master into the Archfiend! A succubus who gives special training for useless demons.
5150175	A Promise Under Wisteria	A gentle breeze and silent eyes.\That determined gaze is surely...
5150176	A Promise Under Wisteria	A gentle breeze and silent eyes.\That determined gaze is surely...
5150205	Relaxing at the Beach	Elegantly relaxing at the beach with a parasol.
5150206	Relaxing at the Beach	Elegantly relaxing at the beach with a parasol.
5150215	VACATION	You gotta have a summer break, even in the middle of the Archfiend Contest!
5150216	VACATION	You gotta have a summer break, even in the middle of the Archfiend Contest!
5150225	Summer Festival Night	Wooow! The fireworks are so pretty! Gimme another candied apple, Master!
5150226	Summer Festival Night	Wooow! The fireworks are so pretty! Gimme another candied apple, Master!
5150235	DIVE!	1% courage, 99% concentrated power of will! Let's have a blast at the beach together!
5150236	DIVE!	1% courage, 99% concentrated power of will! Let's have a blast at the beach together!
5150255	Seaside Goddess	Porcelain skin that has never been kissed by the summer sun.\The salty sea breeze caresses her tied-up hair.
5150256	Seaside Goddess	Porcelain skin that has never been kissed by the summer sun.\The salty sea breeze caresses her tied-up hair.
5150295	Forbidden Fruit	You mustn't eat of the fruit fallen from a tree in a long-forgotten paradise.
5150296	Forbidden Fruit	You mustn't eat of the fruit fallen from a tree in a long-forgotten paradise.
5150305	Seventh Time Running Away	Frej would die before he found out why I'm running away.
5150306	Seventh Time Running Away	Frej would die before he found out why I'm running away.
5150315	Warring Hearts	Sparks fly from clashing spear and shield. Light and dark interlace.
5150316	Warring Hearts	Sparks fly from clashing spear and shield. Light and dark interlace.
5150335	Tamaki	An ex-model turned fashion designer who came to the island in search of beauty. Her innate audacity and cunning prove to be a constant thorn in the island owner's side.
5150336	Tamaki	An ex-model turned fashion designer who came to the island in search of beauty. Her innate audacity and cunning prove to be a constant thorn in the island owner's side.
5150345	Ayane	A prodigious kunoichi hunting for her half sister Kasumi, who abandoned their clan and is now a runaway ninja. She is only here on vacation as part of her investigation...
5150346	Ayane	A prodigious kunoichi hunting for her half sister Kasumi, who abandoned their clan and is now a runaway ninja. She is only here on vacation as part of her investigation...
5150355	Showtime!	Tonight's the demons' Samhain party!\Welcome to the greatest magic show in history!
5150356	Showtime!	Tonight's the demons' Samhain party!\Welcome to the greatest magic show in history!
5150365	Halloween Diva	A special concert put on by Medb and her Halloween cheer squad ♬
5150366	Halloween Diva	A special concert put on by Medb and her Halloween cheer squad ♬
5150375	Under the Roses	We'll exchange a secret kiss. Then you'll be mine.
5150376	Under the Roses	We'll exchange a secret kiss. Then you'll be mine.
5150405	Inspiration	Making absolutely no progress in composing a new song.\Composer's block at its worst.
5150406	Inspiration	Making absolutely no progress in composing a new song. Composer's block at its worst.
5150415	Starry Stage	Thanks for coming to my Planet Party concert!\We're gonna rock to the break of dawn!
5150416	Starry Stage	Thanks for coming to my Planet Party concert! We're gonna rock to the break of dawn!
5150495	Moment of Respite	A brief respite in the midst of the brutal Archfiend Contest.
5150496	Moment of Respite	A brief respite in the midst of the brutal Archfiend Contest.
5150515	Cake Aesthetics	Sweets are pointless if they're left uneaten.\And that goes doubly for sweet cakes.
5150516	Cake Aesthetics	Sweets are pointless if they're left uneaten.\And that goes doubly for sweet cakes.
5150605	The Ultimate Struggle	Fall and you're done for. An indecisive bachelor strays into a love square.
5150606	The Ultimate Struggle	Fall and you're done for. An indecisive bachelor strays into a love square.
5150615	Blessed be the Lost Lamb	Will you save the sheep who continuously climbs the endless stairs in order to escape from the falling nightmare?
5150616	Blessed be the Lost Lamb	Will you save the sheep who continuously climbs the endless stairs in order to escape from the falling nightmare?
5150625	Deep Ravine Pitfall	A deep ravine. The one who fell for the pitfall prank was...?!
5150626	Deep Ravine Pitfall	A deep ravine. The one who fell for the pitfall prank was...?!
5150635	Beach Trap and Victim	A blazingly hot summer beach. The one who fell for the trap was...?!
5150636	Beach Trap and Victim	A blazingly hot summer beach. The one who fell for the trap was...?!
5150645	Fresh Start	You must not neglect training at any moment.\Should you wish to become an invincible ruler, that is.
5150646	Fresh Start	You must not neglect training at any moment.\Should you wish to become an invincible ruler, that is.
5150795	Central Fiction	Either a pre-destined harmony based on memory, or a Central Fiction.
5150796	Central Fiction	Either a pre-destined harmony based on memory, or a Central Fiction.
5150805	Best Friend Trio	Noel, Makoto, and Tsubaki's precious time together.
5150806	Best Friend Trio	Noel, Makoto, and Tsubaki's precious time together.
5150835	Dominus Duo	A meeting of the queen of Tuar, the world of vampires, and a rookie supporter from the Infernal Realm.
5150836	Dominus Duo	A meeting of the queen of Tuar, the world of vampires, and a rookie supporter from the Infernal Realm.
5150845	Resentment and Karma	The nine-tailed fox burning with vengeance for the lover taken from her\and the monk who would drive her away.
5150846	Resentment and Karma	The nine-tailed fox burning with vengeance for the lover taken from her\and the monk who would drive her away.
5150875	Angelic Smile	Rin's innocent smile. Sweet enough to make anyone fall head over heels at one glance.
5150876	Angelic Smile	Rin's innocent smile. Sweet enough to make anyone fall head over heels at one glance.
5150905	Anniversary!	Tonight we're partying!\Come on down all you demons and Childs!
5150906	Anniversary!	Tonight we're partying!\Come on down all you demons and Childs!
5150965	Centennial Vow	You could be happy if we were together.\Won't you put your future in my hands?
5150966	Centennial Vow	You could be happy if we were together.\Won't you put your future in my hands?
5150995	I'm right here.	Even if I disappear, I'm not really gone. We'll always be together, Mona.
5150996	I'm right here.	Even if I disappear, I'm not really gone. We'll always be together, Mona.
5151005	Relaxing Beach	Hey, let's take it slow. ♥
5151006	Relaxing Beach	Hey, let's take it slow. ♥
5151015	Excuse Me..?	Make sure no one's using the changing room when you enter it.
5151016	Excuse Me..?	Make sure no one's using the changing room when you enter it.
5151035	Summer Vacation	Summer means the beach!\And the beach is for swimming!
5151036	Summer Vacation	Summer means the beach!\And the beach is for swimming!
5151055	Thrilling Poker Card	One chance to test your fate!\Which one's the Joker?!
5151056	Thrilling Poker Card	One chance to test your fate!\Which one's the Joker?!
5151085	Beach Buffet	Thank you for coming.\Shall we begin the buffet?
5151086	Beach Buffet	Thank you for coming.\Shall we begin the buffet?
5151165	Full Moon Luna	The moonlight that shines upon you,\I'll always be by your side.
5151166	Full Moon Luna	The moonlight that shines upon you,\I'll always be by your side.
6001011	Treasure Chest (S)	A small treasure chest with a few gold coins inside.
6001021	Heavy Treasure Chest (S)	A small treasure chest that has been filled to the brim with Gold Coins.
6001031	Treasure Chest (M)	A treasure chest with gold coins inside.
6001041	Heavy Treasure Chest (M)	A treasure chest that has been filled to the brim with gold coins.
6001051	Treasure Chest (L)	A large treasure chest with Gold Coins inside.
6001061	Heavy Treasure Chest (L)	A large treasure chest that has been filled to the brim with Gold Coins.
6001071	Deluxe Treasure Chest	A deluxe treasure chest with gold, silver, and other wealth.
6001072	Super Deluxe Treasure Chest	A super deluxe treasure chest with gold, silver, and other wealth.
6001191	Small Treasure Chest	A small treasure chest overflowing with gold coins.\(Can be sold for 10000 Gold)
6001201	Normal Treasure Chest	A normal treasure chest overflowing with gold coins.\(Can be sold for 30000 Gold)
6001211	Large Treasure Chest	A large treasure chest overflowing with gold coins.
6001221	Gold Coin (S)	A single gold piece, made from real gold.
6001231	Gold Coin (M)	A coin made from real cold.
6001241	Gold Coin (L)	A mountain of gold pieces, made from real gold.
7000001	+1 Weapon Refining Orb	Enhance 5★ Weapons by +1.
7000002	+2 Weapon Refining Orb	Enhance 5★ Weapons by +2.
7000003	+3 Weapon Refining Orb	Enhance 5★ Weapons by +3.
7000004	+4 Weapon Refining Orb	Enhance 5★ Weapons by +4.
7000005	+5 Weapon Refining Orb	Enhance 5★ Weapons by +5.
7000006	+6 Weapon Refining Orb	Enhance 5★ Weapons by +6.
7000007	+7 Weapon Refining Orb	Enhance 5★ Weapons by +7.
7000008	+8 Weapon Refining Orb	Enhance 5★ Weapons by +8.
7000009	+9 Weapon Refining Orb	Enhance 5★ Weapons by +9.
7000010	+10 Weapon Refining Orb	Enhance 5★ Weapons by +10.
7000011	+11 Weapon Refining Orb	Enhance 5★ Weapons by +11.
7000012	+12 Weapon Refining Orb	Enhance 5★ Weapons by +12.
7000013	+13 Weapon Refining Orb	Enhance 5★ Weapons by +13.
7000014	+14 Weapon Refining Orb	Enhance 5★ Weapons by +14.
7000015	+15 Weapon Refining Orb	Enhance 5★ Weapons by +15.
7001001	+1 Armor Refining Orb	Enhance 5★ Armor by +1.
7001002	+2 Armor Refining Orb	Enhance 5★ Armor by +2.
7001003	+3 Armor Refining Orb	Enhance 5★ Armor by +3.
7001004	+4 Armor Refining Orb	Enhance 5★ Armor by +4.
7001005	+5 Armor Refining Orb	Enhance 5★ Armor by +5.
7001006	+6 Armor Refining Orb	Enhance 5★ Armor by +6.
7001007	+7 Armor Refining Orb	Enhance 5★ Armor by +7.
7001008	+8 Armor Refining Orb	Enhance 5★ Armor by +8.
7001009	+9 Armor Refining Orb	Enhance 5★ Armor by +9.
7001010	+10 Armor Refining Orb	Enhance 5★ Armor by +10.
7001011	+11 Armor Refining Orb	Enhance 5★ Armor by +11.
7001012	+12 Armor Refining Orb	Enhance 5★ Armor by +12.
7001013	+13 Armor Refining Orb	Enhance 5★ Armor by +13.
7001014	+14 Armor Refining Orb	Enhance 5★ Armor by +14.
7001015	+15 Armor Refining Orb	Enhance 5★ Armor by +15.
7002001	+1 Accessory Refining Orb	Enhance 5★ Accessories by +1.
7002002	+2 Accessory Refining Orb	Enhance 5★ Accessories by +2.
7002003	+3 Accessory Refining Orb	Enhance 5★ Accessories by +3.
7002004	+4 Accessory Refining Orb	Enhance 5★ Accessories by +4.
7002005	+5 Accessory Refining Orb	Enhance 5★ Accessories by +5.
7002006	+6 Accessory Refining Orb	Enhance 5★ Accessories by +6.
7002007	+7 Accessory Refining Orb	Enhance 5★ Accessories by +7.
7002008	+8 Accessory Refining Orb	Enhance 5★ Accessories by +8.
7002009	+9 Accessory Refining Orb	Enhance 5★ Accessories by +9.
7002010	+10 Accessory Refining Orb	Enhance 5★ Accessories by +10.
7002011	+11 Accessory Refining Orb	Enhance 5★ Accessories by +11.
7002012	+12 Accessory Refining Orb	Enhance 5★ Accessories by +12.
7002013	+13 Accessory Refining Orb	Enhance 5★ Accessories by +13.
7002014	+14 Accessory Refining Orb	Enhance 5★ Accessories by +14.
7002015	+15 Accessory Refining Orb	Enhance 5★ Accessories by +15.
8000005	Snowflake	A beautiful snow Crystal that looks like a tree with long, elegant branches.\Collect these to get a fantastic reward.
8000009	Potato Chips	Even gods need to relax sometimes.\Collect a lot of these and you might be pleasantly surprised.
